2.500000000000000000e-01,4.260338181172957372e-01
5.000000000000000000e-01,3.932904794856134645e-01
7.500000000000000000e-01,-4.790596891386411094e-01
1.000000000000000000e+00,-5.696638739000323692e-01
1.250000000000000000e+00,9.449432386237993642e-01
1.500000000000000000e+00,2.841994215330397311e-01
1.750000000000000000e+00,-4.304854820970065443e-01
2.000000000000000000e+00,-5.477937315875230917e-01
2.250000000000000000e+00,8.652365473017620268e-01
2.500000000000000000e+00,4.195634186321481329e-01
2.750000000000000000e+00,-5.587555140613020832e-01
3.000000000000000000e+00,-4.192333384422631815e-01
3.250000000000000000e+00,8.380396803518574966e-01
3.500000000000000000e+00,6.128055183346712287e-01
3.750000000000000000e+00,-6.253620246196114341e-01
4.000000000000000000e+00,-6.628662832326199794e-01
4.250000000000000000e+00,7.251355628271600740e-01
4.500000000000000000e+00,2.210528204038150757e-01
4.750000000000000000e+00,-7.294858959264315379e-01
5.000000000000000000e+00,-4.575963927589619673e-01
5.250000000000000000e+00,6.001987605647584045e-01
5.500000000000000000e+00,4.869153397384899384e-01
5.750000000000000000e+00,-9.950261926065766538e-01
6.000000000000000000e+00,-7.712097371912252086e-01
6.250000000000000000e+00,4.757641287579255085e-01
6.500000000000000000e+00,4.997957268897301741e-01
6.750000000000000000e+00,-9.429506523453639044e-01
7.000000000000000000e+00,-9.145789373947351697e-01
7.250000000000000000e+00,9.195372483534556274e-01
7.500000000000000000e+00,4.388956285824470172e-01
7.750000000000000000e+00,-1.130800959741496969e+00
8.000000000000000000e+00,-4.442060378000959875e-01
8.250000000000000000e+00,1.108586112152883052e+00
8.500000000000000000e+00,9.033314904811510226e-01
8.750000000000000000e+00,-8.597800426806042617e-01
9.000000000000000000e+00,-5.939666186338321552e-01
9.250000000000000000e+00,1.097056197453668780e+00
9.500000000000000000e+00,5.323870115696102134e-01
9.750000000000000000e+00,-9.560555882821666351e-01
1.000000000000000000e+01,-5.358146950861651936e-01
1.025000000000000000e+01,7.214395003000360074e-01
1.050000000000000000e+01,3.710983201742203974e-01
1.075000000000000000e+01,-6.380634559693458829e-01
1.100000000000000000e+01,-5.628863753357518096e-01
1.125000000000000000e+01,1.020898504275952190e+00
1.150000000000000000e+01,3.562881232880877880e-01
1.175000000000000000e+01,-6.334155764340185790e-01
1.200000000000000000e+01,-3.596579054559344568e-01
1.225000000000000000e+01,5.387487103463678428e-01
1.250000000000000000e+01,5.597363476056007592e-01
1.275000000000000000e+01,-5.602218273184758068e-01
1.300000000000000000e+01,-2.103451297174643297e-01
1.325000000000000000e+01,4.791528206382760224e-01
1.350000000000000000e+01,4.680598935426636409e-01
1.375000000000000000e+01,-5.735606243152175931e-01
1.400000000000000000e+01,-5.825628521247436797e-01
1.425000000000000000e+01,6.234124693463644062e-01
1.450000000000000000e+01,6.438361286736830058e-01
1.475000000000000000e+01,-7.424006717993483218e-01
1.500000000000000000e+01,-4.101013677845629646e-01
1.525000000000000000e+01,6.907430139802808178e-01
1.550000000000000000e+01,5.399020791004027764e-01
1.575000000000000000e+01,-5.628959022481839769e-01
1.600000000000000000e+01,-8.631453718401932429e-01
1.625000000000000000e+01,5.422840983481287402e-01
1.650000000000000000e+01,5.787886543941560547e-01
1.675000000000000000e+01,-8.245898369128890071e-01
1.700000000000000000e+01,-9.227525036361260424e-01
1.725000000000000000e+01,1.035892444406991686e+00
1.750000000000000000e+01,2.873240624261834131e-01
1.775000000000000000e+01,-1.113651476291388498e+00
1.800000000000000000e+01,-3.239778460506275160e-01
1.825000000000000000e+01,6.590185622015142242e-01
1.850000000000000000e+01,9.812914751599546292e-01
1.875000000000000000e+01,-8.568632085968672651e-01
1.900000000000000000e+01,-6.622633228225793811e-01
1.925000000000000000e+01,8.415675718025514840e-01
1.950000000000000000e+01,6.653364915166387616e-01
1.975000000000000000e+01,-8.383175029007963186e-01
2.000000000000000000e+01,-9.533698098505891672e-01
2.025000000000000000e+01,6.132299054146113093e-01
2.050000000000000000e+01,5.490028381822561476e-01
2.075000000000000000e+01,-9.103452996025199750e-01
2.100000000000000000e+01,-8.624557931863202631e-01
2.125000000000000000e+01,5.717091610432505355e-01
2.150000000000000000e+01,5.872258519182430581e-01
2.175000000000000000e+01,-1.045803558873934724e+00
2.200000000000000000e+01,-5.720388128717908138e-01
2.225000000000000000e+01,9.121792406119879626e-01
2.250000000000000000e+01,5.218042377472954518e-01
2.275000000000000000e+01,-7.333648638651610874e-01
2.300000000000000000e+01,-5.096866835720442745e-01
2.325000000000000000e+01,9.327374908095665829e-01
2.350000000000000000e+01,4.466481407113501723e-01
2.375000000000000000e+01,-4.362710687439046442e-01
2.400000000000000000e+01,-4.803722292496960811e-01
2.425000000000000000e+01,9.036107988365108534e-01
2.450000000000000000e+01,5.990849902077982625e-01
2.475000000000000000e+01,-7.173464235668484124e-01
2.500000000000000000e+01,-3.553719729397610272e-01
2.525000000000000000e+01,6.415967969755735911e-01
2.550000000000000000e+01,4.747314168072552798e-01
2.575000000000000000e+01,-8.099795986514103374e-01
2.600000000000000000e+01,-6.255599606237198795e-01
2.625000000000000000e+01,4.285830020655465034e-01
2.650000000000000000e+01,3.808398723870269897e-01
2.675000000000000000e+01,-7.556202919480274893e-01
2.700000000000000000e+01,-6.070709997306388273e-01
2.725000000000000000e+01,6.391178155287755569e-01
2.750000000000000000e+01,5.190440039583672505e-01
2.775000000000000000e+01,-5.775947976115317628e-01
2.800000000000000000e+01,-7.025825777223498880e-01
2.825000000000000000e+01,1.200603098292509774e+00
2.850000000000000000e+01,4.578863838660229280e-01
2.875000000000000000e+01,-7.755090537137342421e-01
2.900000000000000000e+01,-6.164070488611083087e-01
2.925000000000000000e+01,9.769113327564054039e-01
2.950000000000000000e+01,6.303810166558639905e-01
2.975000000000000000e+01,-1.012064419883817568e+00
3.000000000000000000e+01,-4.568609388703429586e-01
3.025000000000000000e+01,8.998324713119191243e-01
3.050000000000000000e+01,9.154220288437118214e-01
3.075000000000000000e+01,-7.327870711625700251e-01
3.100000000000000000e+01,-7.293908261627453093e-01
3.125000000000000000e+01,1.128057956860408328e+00
3.150000000000000000e+01,6.909128346714760172e-01
3.175000000000000000e+01,-9.144696537420252680e-01
3.200000000000000000e+01,-4.904170981261246620e-01
3.225000000000000000e+01,8.962153426956525060e-01
3.250000000000000000e+01,3.126043684603579953e-01
3.275000000000000000e+01,-5.556512536305994177e-01
3.300000000000000000e+01,-4.145547712495062376e-01
3.325000000000000000e+01,6.000964721538033508e-01
3.350000000000000000e+01,7.064790691448982196e-01
3.375000000000000000e+01,-5.881211388767429993e-01
3.400000000000000000e+01,-6.724402540843255061e-01
3.425000000000000000e+01,8.313780552465276363e-01
3.450000000000000000e+01,7.381261064529797133e-01
3.475000000000000000e+01,-8.631518440954613069e-01
3.500000000000000000e+01,-5.394456660128040815e-01
3.525000000000000000e+01,8.954150668628777510e-01
3.550000000000000000e+01,6.958824644516116154e-01
3.575000000000000000e+01,-8.051179938387813539e-01
3.600000000000000000e+01,-4.425452004028381237e-01
3.625000000000000000e+01,6.972018099540463476e-01
3.650000000000000000e+01,4.611304961077364872e-01
3.675000000000000000e+01,-6.763257605372164916e-01
3.700000000000000000e+01,-5.054531566087799854e-01
3.725000000000000000e+01,5.542790523890935850e-01
3.750000000000000000e+01,4.055126523588239440e-01
3.775000000000000000e+01,-7.779509395724425458e-01
3.800000000000000000e+01,-6.712223682472411301e-01
3.825000000000000000e+01,5.357820241049592314e-01
3.850000000000000000e+01,5.289075984064124381e-01
3.875000000000000000e+01,-7.637430445888867547e-01
3.900000000000000000e+01,-4.491674051980880100e-01
3.925000000000000000e+01,7.500233455321473341e-01
3.950000000000000000e+01,4.197556147977056229e-01
3.975000000000000000e+01,-7.163121802239581504e-01
4.000000000000000000e+01,-4.535588074842444861e-01
4.025000000000000000e+01,7.623965975407099860e-01
4.050000000000000000e+01,6.536547916655052193e-01
4.075000000000000000e+01,-5.142090816897950667e-01
4.100000000000000000e+01,-5.836274051739734903e-01
4.125000000000000000e+01,7.376288131703404582e-01
4.150000000000000000e+01,7.258028710742777667e-01
4.175000000000000000e+01,-9.441781491561138662e-01
4.200000000000000000e+01,-7.250132802370302665e-01
4.225000000000000000e+01,9.804033684302480012e-01
4.250000000000000000e+01,4.982080436191531070e-01
4.275000000000000000e+01,-7.839735025475434993e-01
4.300000000000000000e+01,-7.247447526696884079e-01
4.325000000000000000e+01,6.261899380684412542e-01
4.350000000000000000e+01,4.843822075263736204e-01
4.375000000000000000e+01,-7.038211540492224083e-01
4.400000000000000000e+01,-4.600293028750196966e-01
4.425000000000000000e+01,7.778080443310387837e-01
4.450000000000000000e+01,5.592520343233463587e-01
4.475000000000000000e+01,-6.609711430966075385e-01
